"2021-04-23 00:09:58 [main] INFO  c.e.s.SpringHillelApplication - Starting SpringHillelApplication using Java 13.0.2 on DESKTOP-PI8E00V with PID 19676 (C:\Users\aandr\IdeaProjects\spring-hillel\target\classes started by aandr in C:\Users\aandr\IdeaProjects\spring-hillel)
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.springhillel.aop.LoggingAspect - public java.util.List com.example.springhillel.api.service.pagination.PaginationService.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) method started working.
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.springhillel.aop.LoggingAspect - Method findAll - Information received.
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.springhillel.aop.LoggingAspect - Method public java.util.List com.example.springhillel.api.service.pagination.PaginationService.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) finished. Operating time - 27 ms.
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.springhillel.aop.LoggingAspect - Method public java.util.List com.example.springhillel.api.controller.pagination.PaginationController.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) finished. Operating time - 28 ms.
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.s.api.CustomHandlerInterceptor - postHandle has been invoked for the request org.apache.catalina.connector.RequestFacade@28856f8
""2021-04-23 00:15:01 [http-nio-8880-exec-6] INFO  c.e.s.api.CustomHandlerInterceptor - afterCompletion has been invoked for the request org.apache.catalina.connector.RequestFacade@28856f8
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.s.api.CustomHandlerInterceptor - preHandle has been invoked for the request org.apache.catalina.connector.RequestFacade@28856f8
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.springhillel.aop.LoggingAspect - public java.util.List com.example.springhillel.api.controller.pagination.PaginationController.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) method started working.
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.springhillel.aop.LoggingAspect - public java.util.List com.example.springhillel.api.service.pagination.PaginationService.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) method started working.
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.springhillel.aop.LoggingAspect - Method findAll - Information received.
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.springhillel.aop.LoggingAspect - Method public java.util.List com.example.springhillel.api.service.pagination.PaginationService.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) finished. Operating time - 21 ms.
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.springhillel.aop.LoggingAspect - Method public java.util.List com.example.springhillel.api.controller.pagination.PaginationController.getAllTicket(java.lang.Integer,java.lang.Integer,java.lang.String) finished. Operating time - 21 ms.
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.s.api.CustomHandlerInterceptor - postHandle has been invoked for the request org.apache.catalina.connector.RequestFacade@28856f8
""2021-04-23 00:15:06 [http-nio-8880-exec-10] INFO  c.e.s.api.CustomHandlerInterceptor - afterCompletion has been invoked for the request org.apache.catalina.connector.RequestFacade@28856f8
""2021-04-23 00:20:51 [main] INFO  c.e.s.SpringHillelApplication - Starting SpringHillelApplication using Java 13.0.2 on DESKTOP-PI8E00V with PID 22824 (C:\Users\aandr\IdeaProjects\spring-hillel\target\classes started by aandr in C:\Users\aandr\IdeaProjects\spring-hillel)
""2021-04-23 00:20:51 [main] INFO  c.e.s.SpringHillelApplication - No active profile set, falling back to default profiles: default
""2021-04-23 00:20:52 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2021-04-23 00:20:52 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 115 ms. Found 5 JPA repository interfaces.
""2021-04-23 00:20:53 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8880 (http)
""2021-04-23 00:20:53 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-04-23 00:20:53 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.43]
""2021-04-23 00:20:53 [main] INFO  o.a.c.c.C.[.[.[/bug-tracker] - Initializing Spring embedded WebApplicationContext
""2021-04-23 00:20:53 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1814 ms
""2021-04-23 00:20:53 [main] INFO  o.f.c.i.license.VersionPrinter - Flyway Community Edition 6.5.6 by Redgate
""2021-04-23 00:20:53 [main] INFO  o.f.c.i.database.DatabaseFactory - Database: jdbc:mysql://localhost:3306/homeDB (MySQL 8.0)
""2021-04-23 00:20:53 [main] INFO  o.f.core.internal.command.DbMigrate - Current version of schema `homeDB`: 1.1
""2021-04-23 00:20:53 [main] INFO  o.f.core.internal.command.DbMigrate - Schema `homeDB` is up to date. No migration necessary.
""2021-04-23 00:20:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2021-04-23 00:20:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2021-04-23 00:20:53 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2021-04-23 00:20:54 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.28.Final
""2021-04-23 00:20:54 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2021-04-23 00:20:54 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
""2021-04-23 00:20:54 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2021-04-23 00:20:54 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.batch.item.ItemReader com.example.springhillel.config.SpringBatchConfiguration.itemReader(javax.sql.DataSource) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.batch.item.ItemReader com.example.springhillel.config.SpringBatchConfiguration.itemReader(javax.sql.DataSource) finished. Operating time - 10 ms.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.batch.item.ItemWriter com.example.springhillel.config.SpringBatchConfiguration.itemWriter(javax.sql.DataSource) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.batch.item.ItemWriter com.example.springhillel.config.SpringBatchConfiguration.itemWriter(javax.sql.DataSource) finished. Operating time - 3 ms.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.batch.item.ItemProcessor com.example.springhillel.config.SpringBatchConfiguration.processor() method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.batch.item.ItemProcessor com.example.springhillel.config.SpringBatchConfiguration.processor() finished. Operating time - 0 ms.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.batch.core.Step com.example.springhillel.config.SpringBatchConfiguration.step1(org.springframework.batch.core.configuration.annotation.StepBuilderFactory,org.springframework.batch.item.ItemReader,org.springframework.batch.item.ItemWriter,org.springframework.batch.item.ItemProcessor) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.batch.core.Step com.example.springhillel.config.SpringBatchConfiguration.step1(org.springframework.batch.core.configuration.annotation.StepBuilderFactory,org.springframework.batch.item.ItemReader,org.springframework.batch.item.ItemWriter,org.springframework.batch.item.ItemProcessor) finished. Operating time - 23 ms.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.batch.core.Job com.example.springhillel.config.SpringBatchConfiguration.importTicketJob(org.springframework.batch.core.configuration.annotation.JobBuilderFactory,org.springframework.batch.core.Step) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.batch.core.Job com.example.springhillel.config.SpringBatchConfiguration.importTicketJob(org.springframework.batch.core.configuration.annotation.JobBuilderFactory,org.springframework.batch.core.Step) finished. Operating time - 8 ms.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public org.springframework.jdbc.core.JdbcTemplate com.example.springhillel.config.SpringBatchConfiguration.jdbcTemplate(javax.sql.DataSource) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public org.springframework.jdbc.core.JdbcTemplate com.example.springhillel.config.SpringBatchConfiguration.jdbcTemplate(javax.sql.DataSource) finished. Operating time - 0 ms.
""2021-04-23 00:20:55 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public void com.example.springhillel.config.MvcConfiguration.addInterceptors(org.springframework.web.servlet.config.annotation.InterceptorRegistry) method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public void com.example.springhillel.config.MvcConfiguration.addInterceptors(org.springframework.web.servlet.config.annotation.InterceptorRegistry) finished. Operating time - 2 ms.
""2021-04-23 00:20:55 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - public springfox.documentation.spring.web.plugins.Docket com.example.springhillel.config.SwaggerConfiguration.apiDocket() method started working.
""2021-04-23 00:20:55 [main] INFO  c.e.springhillel.aop.LoggingAspect - Method public springfox.documentation.spring.web.plugins.Docket com.example.springhillel.config.SwaggerConfiguration.apiDocket() finished. Operating time - 20 ms.
""2021-04-23 00:20:55 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
""2021-04-23 00:20:56 [main] WARN  o.s.b.a.batch.JpaBatchConfigurer - JPA does not support custom isolation levels, so locks may not be taken when launching Jobs
""2021-04-23 00:20:56 [main] INFO  o.s.b.c.r.s.JobRepositoryFactoryBean - No database type set, using meta data indicating: MYSQL
""2021-04-23 00:20:56 [main] INFO  o.s.b.c.l.support.SimpleJobLauncher - No TaskExecutor has been set, defaulting to synchronous executor.
""2021-04-23 00:20:56 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
""2021-04-23 00:20:56 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8880 (http) with context path '/bug-tracker'
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: deleteByIdUsingDELETE_1
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: getAllUsingGET_1
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: saveUsingPOST_1
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateUsingPUT_1
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: deleteByIdUsingDELETE_2
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_2
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: getAllUsingGET_2
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: saveUsingPOST_2
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateUsingPUT_2
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: deleteByIdUsingDELETE_3
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_3
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: getAllUsingGET_3
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: saveUsingPOST_3
""2021-04-23 00:20:56 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: updateUsingPUT_3
""2021-04-23 00:20:56 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public void com.example.springhillel.config.SpringSchedulingConfiguration.scheduleFixedDelayTask() throws org.springframework.batch.core.repository.JobInstanceAlreadyCompleteException,org.springframework.batch.core.repository.JobExecutionAlreadyRunningException,org.springframework.batch.core.JobParametersInvalidException,org.springframework.batch.core.repository.JobRestartException method started working.
""2021-04-23 00:20:56 [main] INFO  c.e.s.SpringHillelApplication - Started SpringHillelApplication in 5.489 seconds (JVM running for 6.515)
""2021-04-23 00:20:56 [main] INFO  o.s.b.a.b.JobLauncherApplicationRunner - Running default command line with: []
""2021-04-23 00:20:56 [scheduling-1] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [FlowJob: [name=importTicketJobTest1]] launched with the following parameters: [{JobID=1619126456711}]
""2021-04-23 00:20:56 [main] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [FlowJob: [name=importTicketJobTest1]] launched with the following parameters: [{}]
""2021-04-23 00:20:56 [scheduling-1] INFO  o.s.batch.core.job.SimpleStepHandler - Executing step: [step1]
""2021-04-23 00:20:56 [main] INFO  o.s.batch.core.job.SimpleStepHandler - Step already complete or not restartable, so no action to execute: StepExecution: id=20, version=3, name=step1, status=COMPLETED, exitStatus=COMPLETED, readCount=9, filterCount=1, writeCount=8 readSkipCount=0, writeSkipCount=0, processSkipCount=0, commitCount=1, rollbackCount=0, exitDescription=
""2021-04-23 00:20:56 [main] INFO  o.s.b.c.l.support.SimpleJobLauncher - Job: [FlowJob: [name=importTicketJobTest1]] completed with the following parameters: [{}] and the following status: [COMPLETED] in 52ms
""2021-04-23 00:20:56 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 31 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 7 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 4 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 4 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 2 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - Method public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) finished. Operating time - 3 ms.
""2021-04-23 00:20:57 [scheduling-1] INFO  c.e.springhillel.aop.LoggingAspect - public com.example.springhillel.model.entity.Ticket com.example.springhillel.springbatch.ticket.TicketItemProcessor.process(com.example.springhillel.model.entity.Ticket) method started working.
